consumer,mineral,stage,year,partner_iso,trade_value,net_weight,total_imports,total_imports_wt,import_share,import_share_wt
China,Aluminium,intermediate,2015,AUS,1480901226.0,3234144015.0,7720557583.0,7096969924.941999,0.19181272985526543,0.4557077244520564
China,Aluminium,intermediate,2015,AUT,1135464.0,409476.461,7720557583.0,7096969924.941999,0.00014707020675555786,5.769736455566937e-05
China,Aluminium,intermediate,2015,BEL,77361902.0,42208916.0,7720557583.0,7096969924.941999,0.010020248041455479,0.005947455949004174
China,Aluminium,intermediate,2015,BRA,114651765.0,330428419.0,7720557583.0,7096969924.941999,0.014850192329690445,0.046559084016789105
China,Aluminium,intermediate,2015,CAN,80163157.0,47627275.4,7720557583.0,7096969924.941999,0.010383078701014074,0.006710930989381252
China,Aluminium,intermediate,2015,CHL,2871980.0,1919792.0,7720557583.0,7096969924.941999,0.0003719912673566287,0.00027050868473501243
China,Aluminium,intermediate,2015,CHN,173862486.0,35979492.723000005,7720557583.0,7096969924.941999,0.022519420926647857,0.005069697787016344
China,Aluminium,intermediate,2015,COL,9993088.0,6839970.0,7720557583.0,7096969924.941999,0.0012943479654894247,0.000963787372969021
China,Aluminium,intermediate,2015,CZE,1803.0,7.0,7720557583.0,7096969924.941999,2.3353235574203217e-07,9.863364328766276e-10
China,Aluminium,intermediate,2015,DEU,348283441.0,166562006.444,7720557583.0,7096969924.941999,0.04511117717286249,0.023469453612678406
China,Aluminium,intermediate,2015,ESP,3767.0,1503.0,7720557583.0,7096969924.941999,4.879181276096701e-07,2.1178052265908163e-07
China,Aluminium,intermediate,2015,FIN,6171448.0,4128222.006,7720557583.0,7096969924.941999,0.0007993526288294248,0.0005816879667886909
China,Aluminium,intermediate,2015,FRA,82212199.0,60209890.791999996,7720557583.0,7096969924.941999,0.01064847948042304,0.008483886986810369
China,Aluminium,intermediate,2015,GBR,165388953.0,96113537.15,7720557583.0,7096969924.941999,0.02142189229495188,0.013542897626240892
China,Aluminium,intermediate,2015,IDN,3576986.0,2795676.282,7720557583.0,7096969924.941999,0.0004633066927544474,0.0003939253387808105
China,Aluminium,intermediate,2015,JAM,27716192.0,82019200.0,7720557583.0,7096969924.941999,0.003589921026044629,0.011556932165056386
China,Aluminium,intermediate,2015,JPN,787489254.0,137200650.39,7720557583.0,7096969924.941999,0.10199901309381892,0.019332285727717984
China,Aluminium,intermediate,2015,KAZ,5064195.0,175894.0,7720557583.0,7096969924.941999,0.0006559364327715034,2.478438007491451e-05
China,Aluminium,intermediate,2015,KOR,838756394.0,164853434.052,7720557583.0,7096969924.941999,0.10863935473350643,0.02322870687004458
China,Aluminium,intermediate,2015,MAR,198553.0,125290.0,7720557583.0,7096969924.941999,2.5717443055822358e-05,1.765401309644467e-05
China,Aluminium,intermediate,2015,MDG,450.0,36.0,7720557583.0,7096969924.941999,5.82859456926869e-08,5.0725873690797994e-09
China,Aluminium,intermediate,2015,MEX,4007146.0,2666350.0,7720557583.0,7096969924.941999,0.0005190228758637056,0.00037570259254294234
China,Aluminium,intermediate,2015,MNG,2636740.0,1548500.0,7720557583.0,7096969924.941999,0.0003415219654349672,0.00021819170947277972
China,Aluminium,intermediate,2015,MYS,348680237.0,248624499.903,7720557583.0,7096969924.941999,0.04516257190643377,0.03503248605143721
China,Aluminium,intermediate,2015,NGA,2200947.0,1672910.0,7720557583.0,7096969924.941999,0.00028507617180996035,0.00023572172598909131
China,Aluminium,intermediate,2015,NLD,99715193.0,70556728.708,7720557583.0,7096969924.941999,0.012915542942075094,0.009941810301327526
China,Aluminium,intermediate,2015,NOR,10582628.0,7065198.0,7720557583.0,7096969924.941999,0.001370707735319795,0.0009955231704124406
China,Aluminium,intermediate,2015,PER,1495836.0,930537.0,7720557583.0,7096969924.941999,0.00019374714635814666,0.00013111750646281693
China,Aluminium,intermediate,2015,PHL,32647796.0,30722158.722,7720557583.0,7096969924.941999,0.004228683699204268,0.004328912063446722
China,Aluminium,intermediate,2015,POL,4966.0,600.0,7720557583.0,7096969924.941999,6.432177917997402e-07,8.454312281799666e-08
China,Aluminium,intermediate,2015,PRT,2480.0,60.0,7720557583.0,7096969924.941999,3.2122032292858556e-07,8.454312281799667e-09
China,Aluminium,intermediate,2015,RUS,46562794.0,15113809.686999999,7720557583.0,7096969924.941999,0.0060310144052972605,0.0021296144476931145
China,Aluminium,intermediate,2015,SUR,19012607.0,51503000.0,7720557583.0,7096969924.941999,0.002462595064618664,0.007257040757492137
China,Aluminium,intermediate,2015,SVK,55700.0,410.0,7720557583.0,7096969924.941999,7.214504833517022e-06,5.7771133925631054e-08
China,Aluminium,intermediate,2015,SWE,20087553.0,12674453.0,7720557583.0,7096969924.941999,0.0026018267183488216,0.0017858963943832105
China,Aluminium,intermediate,2015,THA,16593054.0,6938929.142,7720557583.0,7096969924.941999,0.0021492040984884913,0.000977731231129137
China,Aluminium,intermediate,2015,TUR,787011.0,437221.952,7720557583.0,7096969924.941999,0.00010193706756788268,6.160684864443373e-05
China,Aluminium,intermediate,2015,TZA,217983.0,137551.0,7720557583.0,7096969924.941999,2.8234100666508818e-05,1.938165181123043e-05
China,Aluminium,intermediate,2015,USA,1225481685.0,790744947.887,7720557583.0,7096969924.941999,0.15872968653176095,0.11142007874486834
China,Aluminium,intermediate,2015,VNM,179412881.0,487534586.0,7720557583.0,7096969924.941999,0.023238332085632214,0.06869616063703192
China,Aluminium,intermediate,2015,ZAF,23866689.0,6526107.0,7720557583.0,7096969924.941999,0.0030913167531516615,0.0009195624427073129
China,Aluminium,intermediate,2016,AUS,870306516.0,814986455.858,5945044517.0,3589971978.962,0.1463919258318987,0.22701749780610941
China,Aluminium,intermediate,2016,AUT,762065.0,787953.51,5945044517.0,3589971978.962,0.00012818491061267187,0.00021948737054706147
China,Aluminium,intermediate,2016,BEL,49832683.0,27856859.96,5945044517.0,3589971978.962,0.008382222009860855,0.0077596315857748005
China,Aluminium,intermediate,2016,BRA,45385935.0,50569188.971,5945044517.0,3589971978.962,0.007634246450168339,0.014086235008893165
China,Aluminium,intermediate,2016,CAN,53768880.0,36807208.92,5945044517.0,3589971978.962,0.009044319154591118,0.010252784460630356
China,Aluminium,intermediate,2016,CHL,744856.0,545815.746,5945044517.0,3589971978.962,0.00012529023085866995,0.0001520389989667319
China,Aluminium,intermediate,2016,CHN,66772705.0,19992239.971,5945044517.0,3589971978.962,0.011231657695591988,0.00556891253975206
China,Aluminium,intermediate,2016,COL,1959990.0,1468566.6020000002,5945044517.0,3589971978.962,0.00032968466331839246,0.0004090746698319968
China,Aluminium,intermediate,2016,CZE,3083.0,3481.066,5945044517.0,3589971978.962,5.185831647154342e-07,9.696638359295803e-07
China,Aluminium,intermediate,2016,DEU,248942971.0,150879776.037,5945044517.0,3589971978.962,0.04187402975505759,0.04202812081018671
China,Aluminium,intermediate,2016,ESP,12076.0,20190.844,5945044517.0,3589971978.962,2.0312715851779384e-06,5.624234428102126e-06
China,Aluminium,intermediate,2016,FIN,1348592.0,982235.605,5945044517.0,3589971978.962,0.00022684304484914592,0.00027360536816334774
China,Aluminium,intermediate,2016,FRA,39313078.0,27152011.700000003,5945044517.0,3589971978.962,0.006612747455058292,0.0075632934906223704
China,Aluminium,intermediate,2016,GBR,181415291.0,125163988.803,5945044517.0,3589971978.962,0.030515379738745192,0.03486489296754616
China,Aluminium,intermediate,2016,IDN,102959336.0,110670183.19299999,5945044517.0,3589971978.962,0.01731851388254289,0.030827589697510406
China,Aluminium,intermediate,2016,JAM,13078620.0,14767285.869,5945044517.0,3589971978.962,0.002199919607431259,0.004113482209760812
China,Aluminium,intermediate,2016,JPN,814907151.0,257849622.085,5945044517.0,3589971978.962,0.13707334716666175,0.0718249678816586
China,Aluminium,intermediate,2016,KAZ,4667565.0,2478269.352,5945044517.0,3589971978.962,0.0007851185952692169,0.0006903311130346382
China,Aluminium,intermediate,2016,KOR,630054507.0,156566163.91799998,5945044517.0,3589971978.962,0.10597977949506412,0.0436120852294979
China,Aluminium,intermediate,2016,MEX,4125843.0,3022407.364,5945044517.0,3589971978.962,0.000693996989964003,0.0008419027729776028
China,Aluminium,intermediate,2016,MNG,2524120.0,1571729.8450000002,5945044517.0,3589971978.962,0.00042457545822949136,0.0004378111735163037
China,Aluminium,intermediate,2016,MYS,396103245.0,282999215.83,5945044517.0,3589971978.962,0.06662746491928413,0.07883048042949517
China,Aluminium,intermediate,2016,NGA,2404576.0,1378969.272,5945044517.0,3589971978.962,0.00040446728247771,0.00038411700149222714
China,Aluminium,intermediate,2016,NLD,75121728.0,50870403.654,5945044517.0,3589971978.962,0.012636024471337024,0.014170139475213566
China,Aluminium,intermediate,2016,NOR,9224238.0,6837065.902,5945044517.0,3589971978.962,0.0015515843445113096,0.0019044900467375962
China,Aluminium,intermediate,2016,PER,728942.0,546190.811,5945044517.0,3589971978.962,0.00012261337958287318,0.00015214347471255888
China,Aluminium,intermediate,2016,PHL,4843599.0,3216073.823,5945044517.0,3589971978.962,0.0008147288024756771,0.0008958492829044007
China,Aluminium,intermediate,2016,PRT,7031.0,7938.818,5945044517.0,3589971978.962,1.1826656604327661e-06,2.2113871769816487e-06
China,Aluminium,intermediate,2016,RUS,56365555.0,24917671.318,5945044517.0,3589971978.962,0.009481098894856266,0.006940909696237982
China,Aluminium,intermediate,2016,SUR,3544776.0,4002465.133,5945044517.0,3589971978.962,0.0005962572676896913,0.0011149014968515904
China,Aluminium,intermediate,2016,SVK,46872.0,54550.371,5945044517.0,3589971978.962,7.884213459793005e-06,1.5195208018245486e-05
China,Aluminium,intermediate,2016,SWE,18412343.0,12979642.188,5945044517.0,3589971978.962,0.0030970908539623976,0.003615527437000474
China,Aluminium,intermediate,2016,THA,32987827.0,15700431.814,5945044517.0,3589971978.962,0.005548793941857038,0.0043734134711936115
China,Aluminium,intermediate,2016,TUR,2487109.0,832932.373,5945044517.0,3589971978.962,0.00041834993714312,0.00023201639953770144
China,Aluminium,intermediate,2016,UKR,11.0,11.324,5945044517.0,3589971978.962,1.8502805098507222e-09,3.1543421693431177e-09
China,Aluminium,intermediate,2016,USA,945296606.0,616725876.979,5945044517.0,3589971978.962,0.159005807828167,0.17179127876015327
China,Aluminium,intermediate,2016,VEN,4381425.0,4947139.338,5945044517.0,3589971978.962,0.0007369877529884273,0.0013780439978337688
China,Aluminium,intermediate,2016,VNM,87309000.0,94774551.566,5945044517.0,3589971978.962,0.014686012821323336,0.026399802594950336
China,Aluminium,intermediate,2016,ZAF,6239293.0,2750297.526,5945044517.0,3589971978.962,0.0010494947484680037,0.0007661055691011877
China,Aluminium,intermediate,2017,ARG,54.0,163.0,6748479077.0,5365412830.160999,8.001802981658707e-09,3.0379768558295427e-08
China,Aluminium,intermediate,2017,AUS,786315485.0,1507018527.0,6748479077.0,5365412830.160999,0.11651743689624838,0.2808765279958484
China,Aluminium,intermediate,2017,AUT,617552.0,235000.0,6748479077.0,5365412830.160999,9.150980435054256e-05,4.379905282944432e-05
China,Aluminium,intermediate,2017,BEL,58918572.0,36266169.47,6748479077.0,5365412830.160999,0.00873064453897543,0.006759250521438769
China,Aluminium,intermediate,2017,BRA,1188300.0,614464.0,6748479077.0,5365412830.160999,0.00017608412005750077,0.00011452315403315608
China,Aluminium,intermediate,2017,CAN,76678407.0,50571245.554,6748479077.0,5365412830.160999,0.011362324180767405,0.009425415556044456
China,Aluminium,intermediate,2017,CHL,319029.0,215220.0,6748479077.0,5365412830.160999,4.727420747102955e-05,4.0112477233842584e-05
China,Aluminium,intermediate,2017,CHN,61007364.0,14337228.853,6748479077.0,5365412830.160999,0.00904016494737663,0.0026721576338739595
China,Aluminium,intermediate,2017,COL,1903500.0,1465490.0,6748479077.0,5365412830.160999,0.0002820635551034694,0.00027313648481286113
China,Aluminium,intermediate,2017,CZE,224.0,33.0,6748479077.0,5365412830.160999,3.31926642202139e-08,6.150505290943246e-09
China,Aluminium,intermediate,2017,DEU,246718950.0,87072852.211,6748479077.0,5365412830.160999,0.036559193143364914,0.0162285466127659
China,Aluminium,intermediate,2017,ESP,20623.0,3535.0,6748479077.0,5365412830.160999,3.0559478313101392e-06,6.588495819237689e-07
China,Aluminium,intermediate,2017,FIN,1575615.0,1416018.276,6748479077.0,5365412830.160999,0.00023347705194344786,0.0002639159969275859
China,Aluminium,intermediate,2017,FRA,52610357.0,33720389.019,6748479077.0,5365412830.160999,0.007795883546457945,0.006284770638606788
China,Aluminium,intermediate,2017,GBR,233390287.0,153543475.721,6748479077.0,5365412830.160999,0.03458413137790336,0.028617271509449278
China,Aluminium,intermediate,2017,IDN,269057605.0,737386149.0,6748479077.0,5365412830.160999,0.0398693693690176,0.1374332548755383
China,Aluminium,intermediate,2017,IRN,70.0,5.0,6748479077.0,5365412830.160999,1.0372707568816843e-08,9.318947410520069e-10
China,Aluminium,intermediate,2017,JAM,23218922.0,68984400.0,6748479077.0,5365412830.160999,0.0034406155424166842,0.012857239914925614
China,Aluminium,intermediate,2017,JPN,923108053.0,176156921.664,6748479077.0,5365412830.160999,0.1367875698312697,0.03283194177971839
China,Aluminium,intermediate,2017,KAZ,4252363.0,161144.0,6748479077.0,5365412830.160999,0.0006301216839350956,3.003384923041692e-05
China,Aluminium,intermediate,2017,KOR,660375975.0,117619468.465,6748479077.0,5365412830.160999,0.09785552677353289,0.021921792821573173
China,Aluminium,intermediate,2017,MEX,6614479.0,4966929.044,6748479077.0,5365412830.160999,0.0009801436626725724,0.0009257310110564144
China,Aluminium,intermediate,2017,MNG,3545068.0,2327360.0,6748479077.0,5365412830.160999,0.0005253136239367198,0.0004337709089069598
China,Aluminium,intermediate,2017,MYS,335913907.0,223732464.759,6748479077.0,5365412830.160999,0.049776238937281954,0.041699021462303115
China,Aluminium,intermediate,2017,NGA,3041228.0,1905810.0,6748479077.0,5365412830.160999,0.0004506538384871101,0.0003552028632888651
China,Aluminium,intermediate,2017,NLD,67643206.0,48356803.653,6748479077.0,5365412830.160999,0.01002347421221767,0.009012690203663035
China,Aluminium,intermediate,2017,NOR,6078902.0,4759981.0,6748479077.0,5365412830.160999,0.0009007810397927978,0.0008871602522814945
China,Aluminium,intermediate,2017,PER,181152.0,140280.0,6748479077.0,5365412830.160999,2.684338173580441e-05,2.6145238854955106e-05
China,Aluminium,intermediate,2017,PHL,110408342.0,86551227.0,6748479077.0,5365412830.160999,0.016360477781770265,0.016131326654579694
China,Aluminium,intermediate,2017,POL,8005.0,2750.0,6748479077.0,5365412830.160999,1.1861932012625546e-06,5.125421075786038e-07
China,Aluminium,intermediate,2017,PRT,53388.0,41100.0,6748479077.0,5365412830.160999,7.911115881199909e-06,7.660174771447497e-06
China,Aluminium,intermediate,2017,RUS,72874435.0,23482386.517,6748479077.0,5365412830.160999,0.010798645764253587,0.0043766225005085705
China,Aluminium,intermediate,2017,SVK,63666.0,513.0,6748479077.0,5365412830.160999,9.434125715375616e-06,9.56124004319359e-08
China,Aluminium,intermediate,2017,SWE,17527545.0,13637262.309,6748479077.0,5365412830.160999,0.0025972585526325403,0.00254169860562077
China,Aluminium,intermediate,2017,THA,338823816.0,264411041.376,6748479077.0,5365412830.160999,0.050207433724551505,0.049280651786875795
China,Aluminium,intermediate,2017,TUR,1413593.0,1416874.0,6748479077.0,5365412830.160999,0.0002094683830046644,0.00026407548586666424
China,Aluminium,intermediate,2017,UKR,1054.0,1000.0,6748479077.0,5365412830.160999,1.5618333967904218e-07,1.8637894821040137e-07
China,Aluminium,intermediate,2017,USA,1050768197.0,650591668.012,6748479077.0,5365412830.160999,0.15570444614419895,0.12125659079852719
China,Aluminium,intermediate,2017,VNM,191944967.0,534334886.0,6748479077.0,5365412830.160999,0.028442700171388557,0.09958877404480472
China,Aluminium,intermediate,2017,ZAF,14116177.0,6092330.0,6748479077.0,5365412830.160999,0.0020917568001522606,0.0011354820575506747
China,Aluminium,intermediate,2018,AUS,322837507.0,371399417.0,5943620904.0,2665919354.4040003,0.054316638327779866,0.13931382297310002
China,Aluminium,intermediate,2018,AUT,617110.0,205275.0,5943620904.0,2665919354.4040003,0.00010382728137736559,7.699970355850911e-05
China,Aluminium,intermediate,2018,BEL,108392343.0,52865590.0,5943620904.0,2665919354.4040003,0.018236752436053414,0.019830153493828686
China,Aluminium,intermediate,2018,BRA,2033981.0,975405.0,5943620904.0,2665919354.4040003,0.0003422124379822324,0.00036587940981360406
China,Aluminium,intermediate,2018,CAN,205600093.0,120476540.19,5943620904.0,2665919354.4040003,0.03459172385332199,0.04519136709479873
China,Aluminium,intermediate,2018,CHL,1482019.0,929739.0,5943620904.0,2665919354.4040003,0.00024934615177132436,0.0003487498593924477
China,Aluminium,intermediate,2018,CHN,46802857.0,12003830.037,5943620904.0,2665919354.4040003,0.007874468738156252,0.0045026981094421015
China,Aluminium,intermediate,2018,COL,4179703.0,2849224.0,5943620904.0,2665919354.4040003,0.000703225031930805,0.001068758511127948
China,Aluminium,intermediate,2018,CZE,113.0,17.36,5943620904.0,2665919354.4040003,1.901197970482136e-08,6.5118248874715285e-09
China,Aluminium,intermediate,2018,DEU,301064219.0,104111827.357,5943620904.0,2665919354.4040003,0.050653334703326496,0.03905287951978408
China,Aluminium,intermediate,2018,ESP,24999.0,14962.0,5943620904.0,2665919354.4040003,4.20602195257371e-06,5.612322809121487e-06
China,Aluminium,intermediate,2018,FIN,2956549.0,1664550.407,5943620904.0,2665919354.4040003,0.0004974322972062823,0.0006243813805733561
China,Aluminium,intermediate,2018,FRA,111522320.0,62944859.765,5943620904.0,2665919354.4040003,0.018763363579421183,0.023610939191021446
China,Aluminium,intermediate,2018,GBR,214469504.0,121679240.889,5943620904.0,2665919354.4040003,0.036083981038505346,0.04564250628511714
China,Aluminium,intermediate,2018,IDN,27689462.0,64684428.058,5943620904.0,2665919354.4040003,0.004658685748508163,0.024263460164743435
China,Aluminium,intermediate,2018,JAM,11983185.0,34237700.0,5943620904.0,2665919354.4040003,0.002016142212558582,0.012842736575448386
China,Aluminium,intermediate,2018,JPN,1087454544.0,241843604.95999998,5943620904.0,2665919354.4040003,0.18296162584463513,0.09071677451926041
China,Aluminium,intermediate,2018,KAZ,4914366.0,160712.0,5943620904.0,2665919354.4040003,0.000826830324372249,6.028389408498412e-05
China,Aluminium,intermediate,2018,KOR,803289329.0,133009618.064,5943620904.0,2665919354.4040003,0.1351515081420139,0.049892588777778676
China,Aluminium,intermediate,2018,MAR,84597.0,54130.0,5943620904.0,2665919354.4040003,1.4233242894590909e-05,2.0304440158919e-05
China,Aluminium,intermediate,2018,MEX,16065582.0,9650355.663,5943620904.0,2665919354.4040003,0.002702995742744632,0.003619897821386821
China,Aluminium,intermediate,2018,MMR,1208.0,986.0,5943620904.0,2665919354.4040003,2.032431104727806e-07,3.6985364856261103e-07
China,Aluminium,intermediate,2018,MNG,4305072.0,2884270.0,5943620904.0,2665919354.4040003,0.0007243180662990683,0.0010819044451720913
China,Aluminium,intermediate,2018,MYS,85406641.0,44390811.537,5943620904.0,2665919354.4040003,0.014369463056185522,0.01665122069940639
China,Aluminium,intermediate,2018,NGA,1880050.0,1230276.0,5943620904.0,2665919354.4040003,0.0003163139154340655,0.00046148282691583657
China,Aluminium,intermediate,2018,NLD,42303618.0,21464854.341,5943620904.0,2665919354.4040003,0.007117482538553236,0.008051576768644878
China,Aluminium,intermediate,2018,NOR,13896724.0,8134894.0,5943620904.0,2665919354.4040003,0.002338090572137203,0.0030514403920589178
China,Aluminium,intermediate,2018,PER,356421.0,273460.0,5943620904.0,2665919354.4040003,5.996698069355872e-05,0.00010257624618248643
China,Aluminium,intermediate,2018,PHL,46527374.0,28739148.554,5943620904.0,2665919354.4040003,0.007828119382359585,0.010780201774117431
China,Aluminium,intermediate,2018,POL,21054.0,1300.0,5943620904.0,2665919354.4040003,3.542285138985035e-06,4.876366563198726e-07
China,Aluminium,intermediate,2018,PRT,12440.0,810.0,5943620904.0,2665919354.4040003,2.0930002436104226e-06,3.038351473993052e-07
China,Aluminium,intermediate,2018,RUS,170813992.0,75066796.036,5943620904.0,2665919354.4040003,0.028739045568172732,0.028157939553569926
China,Aluminium,intermediate,2018,SVK,1938.0,7.0,5943620904.0,2665919354.4040003,3.2606386431808674e-07,2.6257358417223908e-09
China,Aluminium,intermediate,2018,SWE,18035549.0,10013661.281,5943620904.0,2665919354.4040003,0.0030344379783478867,0.003756175618912778
China,Aluminium,intermediate,2018,THA,138917515.0,81035130.892,5943620904.0,2665919354.4040003,0.02337253960906387,0.030396692517398533
China,Aluminium,intermediate,2018,TUR,334447.0,60374.277,5943620904.0,2665919354.4040003,5.6269907755206994e-05,2.2646700433853682e-05
China,Aluminium,intermediate,2018,UKR,16312.0,16000.0,5943620904.0,2665919354.4040003,2.744454981814567e-06,6.001681923936893e-06
China,Aluminium,intermediate,2018,USA,1083112580.0,581034593.679,5943620904.0,2665919354.4040003,0.18223110078758145,0.21794905112907947
China,Aluminium,intermediate,2018,VNM,16330453.0,27088973.0,5943620904.0,2665919354.4040003,0.002747559654925125,0.010161212474507159
China,Aluminium,intermediate,2018,ZAF,15122481.0,6443194.0,5943620904.0,2665919354.4040003,0.0025443212553853687,0.0024168750601386655
China,Aluminium,intermediate,2018,ZWE,45341.0,50000.0,5943620904.0,2665919354.4040003,7.62851479465757e-06,1.875525601230279e-05
China,Aluminium,intermediate,2019,ARG,292.0,730.0,5486123848.0,3694823281.8879995,5.322519288485447e-08,1.9757372526541537e-07
China,Aluminium,intermediate,2019,AUS,434232917.0,1056176165.878,5486123848.0,3694823281.8879995,0.07915113275437671,0.28585295839597225
China,Aluminium,intermediate,2019,AUT,315261.0,124574.0,5486123848.0,3694823281.8879995,5.746516278791816e-05,3.3715820892073777e-05
China,Aluminium,intermediate,2019,BEL,145193664.0,83945173.055,5486123848.0,3694823281.8879995,0.02646561908239298,0.02271967199798126
China,Aluminium,intermediate,2019,BRA,1267355.0,426619.0,5486123848.0,3694823281.8879995,0.00023101100797460523,0.00011546397958767979
China,Aluminium,intermediate,2019,CAN,189907435.0,131371934.385,5486123848.0,3694823281.8879995,0.034615958418297815,0.0355556746188605
China,Aluminium,intermediate,2019,CHL,674116.0,458867.0,5486123848.0,3694823281.8879995,0.00012287655522865259,0.00012419186656351417
China,Aluminium,intermediate,2019,CHN,32414358.0,10539473.116,5486123848.0,3694823281.8879995,0.005908426221879197,0.002852497213510706
China,Aluminium,intermediate,2019,COD,182847.0,123423.0,5486123848.0,3694823281.8879995,3.332899603909926e-05,3.3404303963607344e-05
China,Aluminium,intermediate,2019,COL,146477.0,90586.0,5486123848.0,3694823281.8879995,2.6699543076009682e-05,2.451700476286701e-05
China,Aluminium,intermediate,2019,CZE,3792.0,3030.44,5486123848.0,3694823281.8879995,6.911983952718087e-07,8.201853698538704e-07
China,Aluminium,intermediate,2019,DEU,273609651.0,100378158.7,5486123848.0,3694823281.8879995,0.0498730357864134,0.02716724212279735
China,Aluminium,intermediate,2019,ESP,4255763.0,9013700.0,5486123848.0,3694823281.8879995,0.0007757322142028318,0.0024395483389381845
China,Aluminium,intermediate,2019,FIN,793543.0,535243.984,5486123848.0,3694823281.8879995,0.00014464547684050024,0.0001448632162257293
China,Aluminium,intermediate,2019,FRA,140489396.0,80134015.83399999,5486123848.0,3694823281.8879995,0.025608134247865417,0.021688186340823506
China,Aluminium,intermediate,2019,GBR,182153632.0,120979041.629,5486123848.0,3694823281.8879995,0.03320261026670136,0.03274284922422095
China,Aluminium,intermediate,2019,GHA,458397.0,327360.0,5486123848.0,3694823281.8879995,8.355571487273505e-05,8.85996365792964e-05
China,Aluminium,intermediate,2019,IDN,56506695.0,136624580.0,5486123848.0,3694823281.8879995,0.010299930618700827,0.03697729758003118
China,Aluminium,intermediate,2019,IRN,40702.0,312152.0,5486123848.0,3694823281.8879995,7.419081509586803e-06,8.44836075192465e-05
China,Aluminium,intermediate,2019,JPN,958601383.0,221632568.759,5486123848.0,3694823281.8879995,0.17473199832144948,0.05998461952035473
China,Aluminium,intermediate,2019,KAZ,62344506.0,156469695.0,5486123848.0,3694823281.8879995,0.011364035469729337,0.04234835689355252
China,Aluminium,intermediate,2019,KOR,704729630.0,139732295.636,5486123848.0,3694823281.8879995,0.12845674824802095,0.037818397518757346
China,Aluminium,intermediate,2019,MAR,88103.0,30195.767,5486123848.0,3694823281.8879995,1.6059243728542235e-05,8.172452292378762e-06
China,Aluminium,intermediate,2019,MEX,17725011.0,12084418.533,5486123848.0,3694823281.8879995,0.003230880580003997,0.003270635051001693
China,Aluminium,intermediate,2019,MMR,1853519.0,1641886.0,5486123848.0,3694823281.8879995,0.00033785584346144714,0.00044437470339881064
China,Aluminium,intermediate,2019,MNG,7064638.0,5009231.0,5486123848.0,3694823281.8879995,0.0012877284938755907,0.0013557430539520574
China,Aluminium,intermediate,2019,MYS,300418540.0,197784590.93,5486123848.0,3694823281.8879995,0.054759708005775225,0.05353018963032382
China,Aluminium,intermediate,2019,NGA,2199606.0,1605551.0,5486123848.0,3694823281.8879995,0.00040093990965987396,0.00043454067421042867
China,Aluminium,intermediate,2019,NLD,48747808.0,26835034.229000002,5486123848.0,3694823281.8879995,0.008885655765458396,0.007262873534586937
China,Aluminium,intermediate,2019,NOR,12821675.0,8552454.0,5486123848.0,3694823281.8879995,0.0023371100170613574,0.0023147125985494557
China,Aluminium,intermediate,2019,PAK,30732.0,4184.0,5486123848.0,3694823281.8879995,5.6017692730731075e-06,1.132395159603422e-06
China,Aluminium,intermediate,2019,PER,146053.0,120411.0,5486123848.0,3694823281.8879995,2.662225717949195e-05,3.258910936018347e-05
China,Aluminium,intermediate,2019,PHL,6964261.0,4839560.998,5486123848.0,3694823281.8879995,0.0012694319692653064,0.00130982204797818
China,Aluminium,intermediate,2019,POL,679.0,200.0,5486123848.0,3694823281.8879995,1.2376680126306913e-07,5.412978774394942e-08
China,Aluminium,intermediate,2019,RUS,87835464.0,36854069.529,5486123848.0,3694823281.8879995,0.016010477786064008,0.009974514805527619
China,Aluminium,intermediate,2019,SVK,5044.0,38.0,5486123848.0,3694823281.8879995,9.194105236685134e-07,1.028465967135039e-08
China,Aluminium,intermediate,2019,SWE,18775508.0,12032216.288,5486123848.0,3694823281.8879995,0.0034223631329148223,0.003256506568793655
China,Aluminium,intermediate,2019,THA,29119270.0,14700669.0,5486123848.0,3694823281.8879995,0.0053078039808772464,0.003978720463320286
China,Aluminium,intermediate,2019,TUR,1761946.0,1308963.9070000001,5486123848.0,3694823281.8879995,0.0003211640948722527,0.00035426969225200376
China,Aluminium,intermediate,2019,USA,774186180.0,422726628.193,5486123848.0,3694823281.8879995,0.14111715328523514,0.11441051328901257
China,Aluminium,intermediate,2019,VNM,92889742.0,183835746.0,5486123848.0,3694823281.8879995,0.016931761763610845,0.04975494955365299
China,Aluminium,intermediate,2019,ZAF,12979551.0,6257725.0,5486123848.0,3694823281.8879995,0.0023658873477185125,0.0016936466300500293
China,Aluminium,intermediate,2020,ARG,1669894.0,1174414.0,8520971519.0,7341761971.029,0.00019597460175479786,0.00015996350802904028
China,Aluminium,intermediate,2020,AUS,874626448.0,2646742078.0,8520971519.0,7341761971.029,0.10264398209168571,0.36050502433124243
China,Aluminium,intermediate,2020,AUT,223907.0,117150.0,8520971519.0,7341761971.029,2.6277167984980797e-05,1.5956660058209513e-05
China,Aluminium,intermediate,2020,BEL,98499021.0,51438485.165,8520971519.0,7341761971.029,0.011559599839099051,0.00700628614329627
China,Aluminium,intermediate,2020,BRA,5760391.0,3491444.9450000003,8520971519.0,7341761971.029,0.0006760251442168915,0.00047555953990029035
China,Aluminium,intermediate,2020,CAN,93897935.0,68570637.843,8520971519.0,7341761971.029,0.011019627842978594,0.009339806726720851
China,Aluminium,intermediate,2020,CHL,389555.0,272664.0,8520971519.0,7341761971.029,4.571720479658606e-05,3.7138768741883385e-05
