consumer,mineral,year,partner_iso,trade_value,net_weight,total_imports,total_imports_wt,import_share,import_share_wt
China,Tungsten,2020,RWA,2237647.0,268998.0,88552927.0,5579371.139,0.025269034867701212,0.04821296043916034
China,Tungsten,2020,SWE,201145.0,117.008,88552927.0,5579371.139,0.0022714664191732475,2.097153910090511e-05
China,Tungsten,2020,THA,33844.0,17.051,88552927.0,5579371.139,0.0003821895124934718,3.05607918441075e-06
China,Tungsten,2020,USA,7063132.0,42291.75,88552927.0,5579371.139,0.07976170002827801,0.007580020928233145
China,Tungsten,2020,VNM,19740895.0,2531014.0,88552927.0,5579371.139,0.2229276396476426,0.4536378629319213
China,Tungsten,2021,AUS,489576.0,32455.057,129228921.0,7279395.608,0.0037884398957412947,0.004458482372400827
China,Tungsten,2021,BEL,136724.0,2311.553,129228921.0,7279395.608,0.0010579984646006601,0.0003175473795461289
China,Tungsten,2021,BOL,10334698.0,763009.0,129228921.0,7279395.608,0.07997202112366163,0.10481763062327028
China,Tungsten,2021,CAN,183219.0,2234.282,129228921.0,7279395.608,0.0014177863483051136,0.0003069323499253896
China,Tungsten,2021,CHL,955357.0,79200.0,129228921.0,7279395.608,0.007392749181895591,0.010880024148290526
China,Tungsten,2021,CHN,4881946.0,106250.921,129228921.0,7279395.608,0.03777750338099627,0.014596118513359962
China,Tungsten,2021,COD,1016667.0,81580.0,129228921.0,7279395.608,0.007867178586130886,0.011206974368908348
China,Tungsten,2021,DEU,3076595.0,8866.233,129228921.0,7279395.608,0.023807325606316872,0.0012179902669743733
China,Tungsten,2021,FRA,469228.0,255.125,129228921.0,7279395.608,0.0036309828819200618,3.504755253576541e-05
China,Tungsten,2021,GBR,431799.0,491.959,129228921.0,7279395.608,0.003341349572979875,6.758239646425328e-05
China,Tungsten,2021,JPN,17090091.0,10662.619,129228921.0,7279395.608,0.13224664314886603,0.0014647670732830984
China,Tungsten,2021,KAZ,2120.0,37540.0,129228921.0,7279395.608,1.6404996525506856e-05,0.005157021547055889
China,Tungsten,2021,KOR,6737722.0,20222.0,129228921.0,7279395.608,0.05213788018859958,0.0027779778829132708
China,Tungsten,2021,MEX,291915.0,25558.0,129228921.0,7279395.608,0.0022588983777091197,0.003511005772500117
China,Tungsten,2021,MMR,16461277.0,2037770.0,129228921.0,7279395.608,0.12738075093887072,0.27993670212957056
China,Tungsten,2021,MNG,354114.0,52600.0,129228921.0,7279395.608,0.002740207046996856,0.007225874623738405
China,Tungsten,2021,MYS,28180.0,35.135999999999996,129228921.0,7279395.608,0.00021806264249470906,4.826774349423433e-06
China,Tungsten,2021,NGA,556369.0,47538.0,129228921.0,7279395.608,0.004305297882971568,0.006530487221735291
China,Tungsten,2021,NLD,764190.0,40025.522,129228921.0,7279395.608,0.005913459573031643,0.005498467751362799
China,Tungsten,2021,PHL,6543215.0,406988.472,129228921.0,7279395.608,0.05063274497200205,0.05590965155853362
China,Tungsten,2021,RUS,4169866.0,346837.693,129228921.0,7279395.608,0.032267281717843946,0.0476464959012295
China,Tungsten,2021,RWA,6150006.0,535075.0,129228921.0,7279395.608,0.047590012765021845,0.07350541567104234
China,Tungsten,2021,SWE,161742.0,79.052,129228921.0,7279395.608,0.0012515929000134576,1.085969279003362e-05
China,Tungsten,2021,THA,1773549.0,121339.0,129228921.0,7279395.608,0.01372408735038498,0.01666882891577556
China,Tungsten,2021,USA,9241670.0,63374.594,129228921.0,7279395.608,0.07151394539617026,0.008706024155405402
China,Tungsten,2021,VNM,9464404.0,897331.0,129228921.0,7279395.608,0.07323750695094018,0.12326998672992029
China,Tungsten,2022,AUS,26566.0,120.0,148558211.0,7715913.186,0.00017882552449423344,1.5552274514665593e-05
China,Tungsten,2022,BEL,137018.0,2400.704,148558211.0,7715913.186,0.0009223185920029691,0.00031113673030379796
China,Tungsten,2022,BOL,7583162.0,439387.0,148558211.0,7715913.186,0.05104505465537681,0.05694556035146143
China,Tungsten,2022,CAN,746473.0,1745.6,148558211.0,7715913.186,0.005024784527056536,0.0002262337532733355
China,Tungsten,2022,CHN,2405123.0,31125.0,148558211.0,7715913.186,0.016189768198002868,0.004033871202241388
China,Tungsten,2022,COD,387943.0,25300.0,148558211.0,7715913.186,0.0026113871282416024,0.003278937876841996
China,Tungsten,2022,DEU,2553379.0,9794.153,148558211.0,7715913.186,0.017187733904523123,0.001269344634121963
China,Tungsten,2022,FRA,574933.0,223.149,148558211.0,7715913.186,0.003870085646090609,2.8920620880609273e-05
China,Tungsten,2022,GBR,382565.0,69033.495,148558211.0,7715913.186,0.002575185830690974,0.008946898874556622
China,Tungsten,2022,JPN,19979163.0,20935.0,148558211.0,7715913.186,0.1344871001441987,0.002713223891371035
China,Tungsten,2022,KOR,5536644.0,14540.0,148558211.0,7715913.186,0.0372691887087951,0.001884417262026981
China,Tungsten,2022,MMR,5054468.0,802510.0,148558211.0,7715913.186,0.0340234845719837,0.10400713183970238
China,Tungsten,2022,MNG,544443.0,98597.0,148558211.0,7715913.186,0.003664846233238498,0.012778396752687363
China,Tungsten,2022,MYS,22287.0,24.148,148558211.0,7715913.186,0.00015002200046687421,3.129636041501206e-06
China,Tungsten,2022,NGA,449606.0,39756.0,148558211.0,7715913.186,0.003026463478346545,0.005152468546708711
China,Tungsten,2022,NLD,30558.0,110.277,148558211.0,7715913.186,0.00020569714588175808,1.4292151472114814e-05
China,Tungsten,2022,PER,9149.0,1858.0,148558211.0,7715913.186,6.158528659179937e-05,0.0002408010504020723
China,Tungsten,2022,PHL,19439711.0,858268.124,148558211.0,7715913.186,0.13085585016906268,0.1112335122636254
China,Tungsten,2022,RUS,191526.0,58000.0,148558211.0,7715913.186,0.0012892320034737091,0.007516932682088371
China,Tungsten,2022,RWA,5254369.0,386201.0,148558211.0,7715913.186,0.03536909178315294,0.05005253308198639
China,Tungsten,2022,SWE,40233.0,14.183,148558211.0,7715913.186,0.0002708231320852403,1.838149245345851e-06
China,Tungsten,2022,THA,5184081.0,298256.207,148558211.0,7715913.186,0.03489595738333171,0.03865468672472438
China,Tungsten,2022,USA,9485034.0,104662.449,148558211.0,7715913.186,0.06384725513421806,0.013564492818543227
China,Tungsten,2022,VNM,3350746.0,324383.094,148558211.0,7715913.186,0.022555104678798267,0.04204079104837145
China,Tungsten,2022,ZWE,232917.0,23334.0,148558211.0,7715913.186,0.001567850059799118,0.0030241397793767245
China,Tungsten,2023,AUS,1020085.0,65519.0,173687356.0,8758298.877,0.005873110302859351,0.007480790610155836
China,Tungsten,2023,BEL,93335.0,1504.442,173687356.0,8758298.877,0.0005373736013345727,0.00017177331136195706
China,Tungsten,2023,BOL,7450148.0,416627.0,173687356.0,8758298.877,0.042894014691547265,0.04756939741964003
China,Tungsten,2023,CAN,370073.0,2595.751,173687356.0,8758298.877,0.0021306847459869214,0.00029637616122197565
China,Tungsten,2023,CHN,2983978.0,19255.618,173687356.0,8758298.877,0.01718016825588617,0.0021985568510988823
China,Tungsten,2023,COD,260542.0,19961.0,173687356.0,8758298.877,0.0015000631364323377,0.002279095550440645
China,Tungsten,2023,COL,15339.0,1151.0,173687356.0,8758298.877,8.831385515477592e-05,0.0001314182144460289
China,Tungsten,2023,DEU,1799414.0,3374.807,173687356.0,8758298.877,0.010360074800148377,0.000385326768062519
China,Tungsten,2023,FIN,449.0,0.309,173687356.0,8758298.877,2.585104698122067e-06,3.5280823860836596e-08
China,Tungsten,2023,FRA,489564.0,892.501,173687356.0,8758298.877,0.0028186507715622085,0.00010190346464925736
China,Tungsten,2023,GBR,761127.0,82748.45,173687356.0,8758298.877,0.004382167001264041,0.009448004819440919
China,Tungsten,2023,JPN,34535110.0,9579.599,173687356.0,8758298.877,0.198834911160718,0.0010937739319626099
China,Tungsten,2023,KAZ,2493.0,10360.121,173687356.0,8758298.877,1.4353376419639897e-05,0.001182891922906001
China,Tungsten,2023,KOR,4153549.0,10945.469000000001,173687356.0,8758298.877,0.02391393994160404,0.0012497254493956224
China,Tungsten,2023,MEX,9335.0,88.0,173687356.0,8758298.877,5.37459963406893e-05,1.004761326781107e-05
China,Tungsten,2023,MMR,3362388.0,396152.0,173687356.0,8758298.877,0.019358853041668733,0.04523161467352149
China,Tungsten,2023,MNG,1614295.0,269113.0,173687356.0,8758298.877,0.009294257435757155,0.030726628969777733
China,Tungsten,2023,MYS,9494.0,11.065,173687356.0,8758298.877,5.466143430728487e-05,1.2633731910037442e-06
China,Tungsten,2023,NGA,647934.0,49210.0,173687356.0,8758298.877,0.0037304615311203196,0.00561867101032935
China,Tungsten,2023,NLD,48687.0,1063.981,173687356.0,8758298.877,0.0002803140143373476,0.00012148260923066921
China,Tungsten,2023,PER,8062.0,1006.0,173687356.0,8758298.877,4.641673513643676e-05,0.00011486248803884019
China,Tungsten,2023,PHL,27844589.0,1342353.0,173687356.0,8758298.877,0.16031442726320275,0.15326640696461355
China,Tungsten,2023,RUS,9991738.0,814189.88,173687356.0,8758298.877,0.05752714665079017,0.09296210273642617
China,Tungsten,2023,RWA,2659379.0,211780.0,173687356.0,8758298.877,0.015311298768345579,0.024180494748375324
China,Tungsten,2023,SWE,123268.0,20.526,173687356.0,8758298.877,0.0007097119953855478,2.343605794716932e-06
China,Tungsten,2023,THA,430259.0,23057.096,173687356.0,8758298.877,0.002477203924965039,0.0026325998146226543
China,Tungsten,2023,USA,6660909.0,44562.969,173687356.0,8758298.877,0.03834999365181194,0.005088084983834697
China,Tungsten,2023,VNM,1571305.0,181115.0,173687356.0,8758298.877,0.00904674373648707,0.020679244056813657
China,Tungsten,2023,ZMB,81.0,1.0,173687356.0,8758298.877,4.663551905298161e-07,1.1417742349785307e-07
China,Vanadium,2015,AUS,2059.5,54.66875,13171548.5,215183.65775,0.0001563597476788701,0.0002540562353648345
China,Vanadium,2015,BEL,833912.25,193.56225,13171548.5,215183.65775,0.06331163340437915,0.0008995211440493324
China,Vanadium,2015,BRA,2648023.25,30947.75,13171548.5,215183.65775,0.20104114941382936,0.14382016889012567
China,Vanadium,2015,CAN,25990.75,13.10375,13171548.5,215183.65775,0.0019732493867368746,6.089565600387699e-05
China,Vanadium,2015,CHN,2798342.25,24681.461750000002,13171548.5,215183.65775,0.2124535509245553,0.11469951764959252
China,Vanadium,2015,DEU,248017.5,2525.60825,13171548.5,215183.65775,0.018829790589921905,0.011736989120866452
China,Vanadium,2015,FRA,251867.0,588.5,13171548.5,215183.65775,0.0191220493171323,0.002734873113290593
China,Vanadium,2015,GBR,37110.25,106.37899999999999,13171548.5,215183.65775,0.0028174553660110656,0.0004943637500743245
China,Vanadium,2015,JPN,183756.75,538.467,13171548.5,215183.65775,0.013951036205044532,0.0025023601031338074
China,Vanadium,2015,KOR,943240.75,846.612,13171548.5,215183.65775,0.07161198624444196,0.003934369407288319
China,Vanadium,2015,NLD,2554.25,67.80175,13171548.5,215183.65775,0.00019392177009407816,0.00031508782176559126
China,Vanadium,2015,PER,77498.5,341.75,13171548.5,215183.65775,0.005883780483365339,0.0015881782267919459
China,Vanadium,2015,RUS,107431.0,643.0,13171548.5,215183.65775,0.008156292329637627,0.002988145134827275
China,Vanadium,2015,USA,2070754.5,3723.28975,13171548.5,215183.65775,0.15721420302252237,0.017302846270629488
China,Vanadium,2015,ZAF,2148705.5,146209.5,13171548.5,215183.65775,0.16313233785685866,0.6794637730801376
China,Vanadium,2016,AUS,1657.75,0.0,14468080.25,38547.203,0.00011457981787182857,0.0
China,Vanadium,2016,BEL,935983.5,0.0,14468080.25,38547.203,0.06469299892084854,0.0
China,Vanadium,2016,BRA,4947006.5,0.0,14468080.25,38547.203,0.3419255640360441,0.0
China,Vanadium,2016,CAN,43729.25,0.0,14468080.25,38547.203,0.003022463882172619,0.0
China,Vanadium,2016,CHN,815620.5,0.0,14468080.25,38547.203,0.0563737887754666,0.0
China,Vanadium,2016,DEU,719580.5,1884.548,14468080.25,38547.203,0.0497357277237939,0.048889357808918066
China,Vanadium,2016,FRA,104491.25,0.0,14468080.25,38547.203,0.007222191762448926,0.0
China,Vanadium,2016,GBR,42410.25,186.399,14468080.25,38547.203,0.002931297675101021,0.004835603766115015
China,Vanadium,2016,IDN,4374.25,0.0,14468080.25,38547.203,0.0003023379691303551,0.0
China,Vanadium,2016,JPN,194184.5,6653.32,14468080.25,38547.203,0.013421580240405427,0.17260188761296116
China,Vanadium,2016,KOR,1275805.0,0.0,14468080.25,38547.203,0.08818066930476143,0.0
China,Vanadium,2016,NLD,2500.5,0.0,14468080.25,38547.203,0.00017282873448258625,0.0
China,Vanadium,2016,RUS,199859.0,0.0,14468080.25,38547.203,0.013813788460290024,0.0
China,Vanadium,2016,SWE,660.25,0.0,14468080.25,38547.203,4.5634941788493326e-05,0.0
China,Vanadium,2016,USA,2261291.0,477.44,14468080.25,38547.203,0.15629516569760524,0.01238585326151939
China,Vanadium,2016,ZAF,708486.75,0.0,14468080.25,38547.203,0.04896895356935831,0.0
China,Vanadium,2017,AUS,445.75,2.859,14549966.0,173252.17674999998,3.063581042045047e-05,1.6501957168050416e-05
China,Vanadium,2017,BEL,757376.5,1660.9325,14549966.0,173252.17674999998,0.052053489334614254,0.009586791526415844
China,Vanadium,2017,BRA,1903149.75,22253.5,14549966.0,173252.17674999998,0.13080097575485744,0.12844571662791535
China,Vanadium,2017,CAN,111207.25,574.0215000000001,14549966.0,173252.17674999998,0.00764312782586571,0.0033132137833298543
China,Vanadium,2017,CHN,564733.75,3095.62475,14549966.0,173252.17674999998,0.03881340684919814,0.017867739430869806
China,Vanadium,2017,DEU,329324.25,1094.724,14549966.0,173252.17674999998,0.022634021962663006,0.006318673857585458
China,Vanadium,2017,FRA,46148.75,204.641,14549966.0,173252.17674999998,0.0031717428068216793,0.00118117419266422
China,Vanadium,2017,GBR,35660.5,389.81050000000005,14549966.0,173252.17674999998,0.002450899197977507,0.002249960187008156
China,Vanadium,2017,IDN,1798078.75,11286.75,14549966.0,173252.17674999998,0.12357958430968155,0.06514636763431027
China,Vanadium,2017,JPN,280246.75,1832.67625,14549966.0,173252.17674999998,0.01926099002568116,0.010578084987899005
China,Vanadium,2017,KOR,809598.0,22279.94,14549966.0,173252.17674999998,0.05564260425075907,0.1285983265431036
China,Vanadium,2017,NLD,248302.0,236.562,14549966.0,173252.17674999998,0.017065469431337504,0.0013654200740078149
China,Vanadium,2017,RUS,92024.25,589.09775,14549966.0,173252.17674999998,0.006324705501030037,0.00340023289202339
China,Vanadium,2017,SWE,1935.0,1.5,14549966.0,173252.17674999998,0.00013299000148866326,8.657899878305571e-06
China,Vanadium,2017,USA,2339324.75,3274.923,14549966.0,173252.17674999998,0.16077870903615857,0.018902636962106742
China,Vanadium,2017,ZAF,1766476.75,78950.0,14549966.0,173252.17674999998,0.12140762047141554,0.4556941302614832
China,Vanadium,2018,AUS,1042.75,1.5705,22984966.75,202572.994,4.536660902500544e-05,7.752760962796453e-06
China,Vanadium,2018,BEL,630586.75,154.01925,22984966.75,202572.994,0.027434747104865837,0.0007603148226164836
China,Vanadium,2018,BRA,3415016.0,61884.5,22984966.75,202572.994,0.1485760687471954,0.3054923500809787
China,Vanadium,2018,CAN,196868.75,548.8820000000001,22984966.75,202572.994,0.008565109192511666,0.0027095516986829944
China,Vanadium,2018,CHL,950950.0,339.5,22984966.75,202572.994,0.04137269417629243,0.001675939093835973
China,Vanadium,2018,CHN,330752.5,1305.226,22984966.75,202572.994,0.01438994903048968,0.0064432379372346155
China,Vanadium,2018,DEU,2317962.5,4831.3682499999995,22984966.75,202572.994,0.10084689376372494,0.023850011566694813
China,Vanadium,2018,FIN,1100.0,1.25,22984966.75,202572.994,4.785736746823878e-05,6.1706152203091785e-06
China,Vanadium,2018,FRA,229627.25,393.5365,22984966.75,202572.994,0.009990323349064667,0.0019426898533177624
China,Vanadium,2018,GBR,52320.25,1025.30025,22984966.75,202572.994,0.0022762813002546547,0.005061386662429445
China,Vanadium,2018,IDN,6508073.25,29877.5,22984966.75,202572.994,0.2831447754867864,0.14749004499583
China,Vanadium,2018,JPN,792542.5,2605.7805,22984966.75,202572.994,0.0344809069606333,0.012863415051267889
China,Vanadium,2018,KOR,7196.25,27.30725,22984966.75,202572.994,0.000313085073312103,0.00013480202597983027
China,Vanadium,2018,MYS,46.75,0.311,22984966.75,202572.994,2.033938117400148e-06,1.5352490668129236e-06
China,Vanadium,2018,NLD,95487.0,69.5,22984966.75,202572.994,0.004154324043127015,0.00034308620624919035
China,Vanadium,2018,RUS,154508.5,1541.4507500000002,22984966.75,202572.994,0.006722154601333065,0.0076093595674456005
China,Vanadium,2018,THA,402865.5,1377.0,22984966.75,202572.994,0.017527347521614316,0.0067975497266925915
China,Vanadium,2018,USA,2004333.75,2214.65175,22984966.75,202572.994,0.08720194254794822,0.010932611036987486
China,Vanadium,2018,ZAF,62580.0,3000.0,22984966.75,202572.994,0.0027226491419658026,0.01480947652874203
China,Vanadium,2019,AUS,602.0,5.4515,40720876.25,1695933.00875,1.4783571854006948e-05,3.214454799731782e-06
China,Vanadium,2019,BEL,318793.0,125.6225,40720876.25,1695933.00875,0.007828736249259862,7.407279612570958e-05
China,Vanadium,2019,BRA,18601354.75,995861.25,40720876.25,1695933.00875,0.45680143609385127,0.5872055351608534
China,Vanadium,2019,CAN,385857.5,2054.39175,40720876.25,1695933.00875,0.009475667901424395,0.00121136373866218
China,Vanadium,2019,CHL,630578.25,225.25,40720876.25,1695933.00875,0.015485380180147768,0.00013281774624224232
China,Vanadium,2019,CHN,1217447.25,43295.170000000006,40720876.25,1695933.00875,0.0298973735861099,0.025528820877135372
China,Vanadium,2019,DEU,1345226.5,3120.31325,40720876.25,1695933.00875,0.03303530335990744,0.001839880015248863
China,Vanadium,2019,FRA,312851.25,562.46975,40720876.25,1695933.00875,0.0076828221494865305,0.0003316580001084904
China,Vanadium,2019,GBR,46159.0,1589.01625,40720876.25,1695933.00875,0.0011335463342343965,0.0009369569681123172
China,Vanadium,2019,IDN,3359644.75,18857.5,40720876.25,1695933.00875,0.08250423515874121,0.011119248167649653
China,Vanadium,2019,JPN,603913.25,3676.38425,40720876.25,1695933.00875,0.014830556353757246,0.0021677650184482853
China,Vanadium,2019,KAZ,211.0,1.0,40720876.25,1695933.00875,5.181617377401106e-06,5.896459322630069e-07
China,Vanadium,2019,KOR,2205695.5,139863.4685,40720876.25,1695933.00875,0.05416620915666077,0.0824699252732202
China,Vanadium,2019,MEX,38.0,0.54575,40720876.25,1695933.00875,9.331822764987775e-07,3.21799267532536e-07
China,Vanadium,2019,NLD,618.0,12.0,40720876.25,1695933.00875,1.517649070726959e-05,7.075751187156083e-06
China,Vanadium,2019,RUS,132318.25,796.3705,40720876.25,1695933.00875,0.0032493959409824833,0.00046957662589925693
China,Vanadium,2019,SWE,9105.0,8.5,40720876.25,1695933.00875,0.00022359538493477285,5.011990424235559e-06
China,Vanadium,2019,USA,3617645.0,31413.789249999998,40720876.25,1695933.00875,0.08884005780695842,0.018523013048229873
China,Vanadium,2019,ZAF,2464225.25,148180.385,40720876.25,1695933.00875,0.06051503496317813,0.08737396125641629
China,Vanadium,2020,AUS,285.0,6.93325,123416947.25,9531849.004,2.309245256428914e-06,7.273772378360683e-07
China,Vanadium,2020,BEL,561165.0,639.92275,123416947.25,9531849.004,0.004546903909908532,6.71352168641634e-05
China,Vanadium,2020,BRA,43690277.75,3421653.5,123416947.25,9531849.004,0.3540054970043832,0.3589705941170614
China,Vanadium,2020,CAN,787777.5,840.90475,123416947.25,9531849.004,0.006383057736829575,8.822052779551143e-05
China,Vanadium,2020,CHL,8838.25,5.9305,123416947.25,9531849.004,7.161293644783456e-05,6.221772918886242e-07
China,Vanadium,2020,CHN,1441952.25,41321.356,123416947.25,9531849.004,0.011683583836173683,0.004335082939591224
China,Vanadium,2020,DEU,713137.0,3468.37425,123416947.25,9531849.004,0.005778274506785777,0.00036387213525356004
China,Vanadium,2020,FRA,234795.5,972.75,123416947.25,9531849.004,0.0019024575249328248,0.00010205260276277871
China,Vanadium,2020,GBR,743187.5,2728.4087499999996,123416947.25,9531849.004,0.006021762136885135,0.00028624128947647346
China,Vanadium,2020,JPN,505138.75,3974.5007499999997,123416947.25,9531849.004,0.004092944779915547,0.0004169705949320134
China,Vanadium,2020,KOR,9227221.0,608812.43075,123416947.25,9531849.004,0.07476461868165354,0.06387138848868823
China,Vanadium,2020,NLD,179.25,4.3605,123416947.25,9531849.004,1.4523937270697642e-06,4.5746633189112986e-07
China,Vanadium,2020,RUS,32837301.5,3142842.9845,123416947.25,9531849.004,0.2660680095536879,0.32972018159132804
China,Vanadium,2020,SWE,307.5,0.25,123416947.25,9531849.004,2.4915540924627755e-06,2.6227859872212467e-08
China,Vanadium,2020,THA,1186082.75,100000.25,123416947.25,9531849.004,0.009610371804104074,0.01049117017674486
China,Vanadium,2020,USA,3563435.25,4664.61575,123416947.25,9531849.004,0.02887314367597923,0.0004893715529948611
China,Vanadium,2020,ZAF,24010626.5,1972748.0,123416947.25,9531849.004,0.19454886087372414,0.2069638324287496
China,Vanadium,2021,AUS,1245.25,1.83175,50584583.25,2691186.1520000002,2.4617184129909777e-05,6.806478246176707e-07
China,Vanadium,2021,BEL,362643.75,650.19525,50584583.25,2691186.1520000002,0.007169056789649443,0.0002416017374037082
China,Vanadium,2021,BRA,17465323.25,987419.25,50584583.25,2691186.1520000002,0.3452696874793369,0.3669085653053702
China,Vanadium,2021,CAN,410386.5,350.65274999999997,50584583.25,2691186.1520000002,0.00811287696039287,0.00013029672798346056
China,Vanadium,2021,CHN,65521.25,232.44674999999998,50584583.25,2691186.1520000002,0.0012952810083692841,8.637334501266413e-05
China,Vanadium,2021,DEU,975687.0,4747.00075,50584583.25,2691186.1520000002,0.019288228494004644,0.001763906501403549
China,Vanadium,2021,FRA,287346.0,762.75375,50584583.25,2691186.1520000002,0.005680505433441522,0.0002834266033336812
China,Vanadium,2021,GBR,49768.0,1438.3362499999998,50584583.25,2691186.1520000002,0.0009838570726981328,0.0005344618204619833
China,Vanadium,2021,JPN,1022634.5,4872.353,50584583.25,2691186.1520000002,0.020216327471670927,0.0018104853119800088
China,Vanadium,2021,KAZ,106.25,0.90925,50584583.25,2691186.1520000002,2.1004423319035645e-06,3.378621725309769e-07
China,Vanadium,2021,KOR,7999998.25,443374.4235,50584583.25,2691186.1520000002,0.1581509174536888,0.16475055921735432
China,Vanadium,2021,NLD,707.0,1.04,50584583.25,2691186.1520000002,1.3976590387348897e-05,3.8644669720342704e-07
China,Vanadium,2021,RUS,10192792.0,861463.32125,50584583.25,2691186.1520000002,0.20149996985494587,0.3201054377489974
China,Vanadium,2021,SWE,5151.75,4.328,50584583.25,2691186.1520000002,0.00010184427090243943,1.6082127937465694e-06
China,Vanadium,2021,THA,245186.5,20010.25,50584583.25,2691186.1520000002,0.004847059800576691,0.007435475983379688
China,Vanadium,2021,USA,4221077.5,4962.0265,50584583.25,2691186.1520000002,0.08344592816231218,0.001843806492654693
China,Vanadium,2021,ZAF,4054489.0,340500.0,50584583.25,2691186.1520000002,0.08015266192788097,0.12652413499785278
China,Vanadium,2022,AUS,805.0,2.15025,37390901.5,1438742.667,2.152930172063383e-05,1.494534116016454e-06
China,Vanadium,2022,BEL,912822.0,775.451,37390901.5,1438742.667,0.02441294441643778,0.0005389782466220556
China,Vanadium,2022,BRA,7219728.75,99421.5,37390901.5,1438742.667,0.19308784919240313,0.06910304551355882
China,Vanadium,2022,CAN,352.75,2.38775,37390901.5,1438742.667,9.434113269507556e-06,1.6596088061938322e-06
China,Vanadium,2022,CHN,15972.25,153.969,37390901.5,1438742.667,0.00042716942783527163,0.00010701635777650849
China,Vanadium,2022,DEU,2544096.5,9150.74375,37390901.5,1438742.667,0.06804052317379938,0.00636023658704771
China,Vanadium,2022,FRA,2563.5,1.701,37390901.5,1438742.667,6.855945957868921e-05,1.1822823073335603e-06
China,Vanadium,2022,GBR,63239.75,1649.58975,37390901.5,1438742.667,0.001691313861475097,0.001146549544846438
China,Vanadium,2022,JPN,2590121.25,10357.604,37390901.5,1438742.667,0.06927143091214316,0.007199066405389367
China,Vanadium,2022,KOR,2371347.25,29644.089500000002,37390901.5,1438742.667,0.06342043531632956,0.02060416374653884
China,Vanadium,2022,NLD,98.5,0.263,37390901.5,1438742.667,2.6343307074315925e-06,1.827984990174758e-07
China,Vanadium,2022,RUS,16486198.0,1261194.58675,37390901.5,1438742.667,0.440914696854795,0.8765949712048124
China,Vanadium,2022,SWE,2240.75,2.549,37390901.5,1438742.667,5.992768053479534e-05,1.7716858326826838e-06
China,Vanadium,2022,USA,1325588.0,2039.1950000000002,37390901.5,1438742.667,0.0354521540487597,0.0014173451908895119
China,Vanadium,2023,BEL,1152902.5,787.57875,149023434.75,6541981.59775,0.0077363838911248825,0.00012038840804304219
China,Vanadium,2023,BRA,12050159.0,196249.5,149023434.75,6541981.59775,0.08086083252754983,0.029998479370149343
China,Vanadium,2023,CAN,591.75,3.164,149023434.75,6541981.59775,3.970851973669195e-06,4.836455059867797e-07
China,Vanadium,2023,CHN,25975946.0,116207.44525,149023434.75,6541981.59775,0.17430779288893017,0.01776334028361797
China,Vanadium,2023,DEU,505504.5,4478.1685,149023434.75,6541981.59775,0.0033921141386120146,0.0006845278350431599
China,Vanadium,2023,FRA,992.5,1.7285,149023434.75,6541981.59775,6.660026335220407e-06,2.642165793609825e-07
China,Vanadium,2023,GBR,42372.0,1631.437,149023434.75,6541981.59775,0.00028433111927048777,0.0002493796375949917
China,Vanadium,2023,IDN,31161.0,224.5,149023434.75,6541981.59775,0.00020910134068695527,3.4316819245901405e-05
China,Vanadium,2023,JPN,1628124.75,4368.0689999999995,149023434.75,6541981.59775,0.010925293412618782,0.0006676981484482195
China,Vanadium,2023,KOR,2780747.5,11551.57275,149023434.75,6541981.59775,0.018659800082214923,0.0017657605080963483
China,Vanadium,2023,NLD,962.5,1.67625,149023434.75,6541981.59775,6.4587157155160125e-06,2.562297027213462e-07
China,Vanadium,2023,RUS,71965880.0,6080558.0235,149023434.75,6541981.59775,0.48291653001240464,0.9294673078247884
China,Vanadium,2023,SWE,412.0,0.25,149023434.75,6541981.59775,2.7646658439403606e-06,3.8214720763810026e-08
China,Vanadium,2023,USA,776537.5,1809.8555000000001,149023434.75,6541981.59775,0.005210841511623393,0.00027665249022138313
China,Vanadium,2023,ZAF,217.0,2.0,149023434.75,6541981.59775,1.4561468158617919e-06,3.057177661104802e-07
China,Zirconium,2015,AUS,384820924.0,472834156.0,761849227.0,1023238189.007,0.5051142803089043,0.46209588449670863
China,Zirconium,2015,CHN,5637.0,1729.0,761849227.0,1023238189.007,7.399101817294356e-06,1.6897336500682266e-06
China,Zirconium,2015,DEU,121784.0,57615.0,761849227.0,1023238189.007,0.0001598531516262863,5.630653802699877e-05
China,Zirconium,2015,FRA,1249906.0,99392.063,761849227.0,1023238189.007,0.001640621209162164,9.713482556437313e-05
China,Zirconium,2015,GBR,24095.0,5300.0,761849227.0,1023238189.007,3.1626992777666755e-05,5.179634670538809e-06
China,Zirconium,2015,IDN,28396358.0,27162590.0,761849227.0,1023238189.007,0.037272936683047916,0.02654571564257184
China,Zirconium,2015,JPN,12179.0,640.0,761849227.0,1023238189.007,1.598610272003334e-05,6.254653187065731e-07
China,Zirconium,2015,KAZ,3025259.0,5780000.0,761849227.0,1023238189.007,0.00397094187771618,0.0056487336595687394
China,Zirconium,2015,KOR,21565.0,10000.0,761849227.0,1023238189.007,2.8306125721119882e-05,9.772895604790205e-06
China,Zirconium,2015,MDG,9556576.0,13850000.0,761849227.0,1023238189.007,0.012543920320864222,0.013535460412634434
China,Zirconium,2015,MOZ,33829313.0,72598810.0,761849227.0,1023238189.007,0.04440420991593393,0.07095005911619992
China,Zirconium,2015,MYS,260212.0,288000.0,761849227.0,1023238189.007,0.0003415531456593576,0.00028145939341795795
